full_address,postal_code,city,price,type,rooms,sq_m,sq_m_cellar
"Vandflodvej 10B, 6857 Blåvand",6857,Blåvand,7895000,Fritidsbolig,6,215,
"Rosningvej 119, 4953 Vesterborg",4953,Vesterborg,1095000,Villa,5,138,
"Vorbækvej 18, Saksild Str, 8300 Odder",8300,Odder,1695000,Fritidsbolig,3,64,
"Strandvejen 61C, st. 112, Fanø Bad, 6720 Fanø",6720,Fanø,1098000,Fritidsbolig,2,44,
"Hasselvang 8, Østrup, 3670 Veksø Sjælland",3670,Veksø Sjælland,2795000,Fritidsbolig,4,125,
"Hvidbjergvej 71, Søndervig, 6950 Ringkøbing",6950,Ringkøbing,2398000,Fritidsbolig,3,45,
"Store Agre 22, 4245 Omø",4245,Omø,1195000,Fritidsbolig,4,72,
"Porsdam 12, 2650 Hvidovre",2650,Hvidovre,1795000,Fritidsbolig,1,24,
"Ledgårdsvej 25, 3100 Hornbæk",3100,Hornbæk,7800000,Fritidsbolig,6,148,
"Havebyen 9, 4900 Nakskov",4900,Nakskov,485000,Villa,3,109,
"Rødhalsevej 18, Ll Kongsmark, 4200 Slagelse",4200,Slagelse,1650000,Fritidsbolig,4,90,
"Klint Strandvej 78, st. th, Nyrup, 4500 Nykøbing Sj",4500,Nykøbing Sj,1750000,Fritidsbolig,3,100,
"Fuglevænget 4, Bisserup, 4243 Rude",4243,Rude,2995000,Fritidsbolig,3,70,
"Stenlodsvej 5, Bjerge Sydstrand, 4480 Store Fuglede",4480,Store Fuglede,1395000,Fritidsbolig,3,56,
"Kaninstien 56, 4873 Væggerløse",4873,Væggerløse,2650000,Fritidsbolig,5,135,
"Revlen 16, Bratten, 9981 Jerup",9981,Jerup,1895000,Fritidsbolig,5,144,
"Siriusvej 6, 3100 Hornbæk",3100,Hornbæk,3295000,Fritidsbolig,4,72,
"Strandvejen 52, 2. 76, Fanø Bad, 6720 Fanø",6720,Fanø,645000,Fritidsbolig,2,50,
"Hummervej 10, Egsmark Strand",,Egsmark Strand,2895000,Fritidsbolig,3,50,
"Østervej 35, 8592 Anholt",8592,Anholt,2595000,Fritidsbolig,3,67,
"Hejrevej 22, Store Sjørup",,Store Sjørup,1345000,Fritidsbolig,5,118,
"Øreflippen 7B, Øer Strand",,Øer Strand,2895000,Fritidsbolig,6,147,
"Langåsen 6, Rødkilde, 3250 Gilleleje",3250,Gilleleje,4995000,Fritidsbolig,4,126,
"Plantagevej 9, Kulhuse, 3630 Jægerspris",3630,Jægerspris,1395000,Fritidsbolig,4,70,
"Pindalsvej 9, 4550 Asnæs",4550,Asnæs,1195000,Fritidsbolig,4,65,
"Brinkholmvej 21, Strøby Egede, 4600 Køge",4600,Køge,2245000,Fritidsbolig,4,80,
"Stjernebakken 12, Veddinge Bk, 4540 Fårevejle",4540,Fårevejle,9995000,Villa,13,290,76.0
"Strandvænget 6, Saksild Str, 8300 Odder",8300,Odder,3595000,Fritidsbolig,6,143,
"Strandengen 18, Kulhuse, 3630 Jægerspris",3630,Jægerspris,1645000,Fritidsbolig,3,77,
"Koralvej 17, Hou, 9370 Hals",9370,Hals,2100000,Fritidsbolig,4,96,
"Fasanvænget 5, Over Draaby Strand, 3630 Jægerspris",3630,Jægerspris,1475000,Fritidsbolig,2,105,
"P S Carlsvej 22, Kromose, 6792 Rømø",6792,Rømø,1995000,Fritidsbolig,4,67,
"Strandskadevej 26, 4760 Vordingborg",4760,Vordingborg,1995000,Fritidsbolig,3,80,
"S. Jonassens Vej 32, Egsmark Strand",,Egsmark Strand,2595000,Fritidsbolig,4,97,
"Digevej 15, Kulhuse, 3630 Jægerspris",3630,Jægerspris,1225000,Fritidsbolig,3,57,
"Musvågevej 3, Fuglsø",,Fuglsø,3495000,Fritidsbolig,4,85,
"Lille Strandvej 22, 6857 Blåvand",6857,Blåvand,6750000,Fritidsbolig,4,93,
"Hjadstrupvej 10, Hjadstrup, 5450 Otterup",5450,Otterup,595000,Villa,6,105,
"Øgavl 203, Thurø, 5700 Svendborg",5700,Svendborg,3195000,Fritidsbolig,3,40,
"Lupinvej 93, 4873 Væggerløse",4873,Væggerløse,1295000,Fritidsbolig,4,93,
"Skovduevej 7, Saksild Str, 8300 Odder",8300,Odder,3495000,Fritidsbolig,4,74,
"Gl Dykjær 8, 7130 Juelsminde",7130,Juelsminde,5450000,Fritidsbolig,9,258,
"Vestergade 13, 5600 Faaborg",5600,Faaborg,2395000,Rækkehus,5,175,
"Sitkastien 5, Øster Hurup, 9560 Hadsund",9560,Hadsund,2895000,Fritidsbolig,7,133,
"Fjorddalen 6, Hjarbæk",,Hjarbæk,1875000,Fritidsbolig,4,85,
"Skovtoften 28, 3790 Hasle",3790,Hasle,2500000,Fritidsbolig,4,83,
"Gedser Feriepark 32, 4874 Gedser",4874,Gedser,499000,Fritidsbolig,3,42,
"Edenvej 3, Horneby Fælled, 3100 Hornbæk",3100,Hornbæk,7800000,Fritidsbolig,3,135,
"Haslevgårde Eng 21, Als, 9560 Hadsund",9560,Hadsund,1698000,Fritidsbolig,4,82,
"Skandsen 68, 4900 Nakskov",4900,Nakskov,745000,Villa,3,106,4.0
"Nybyvej 7, Rindby Strand, 6720 Fanø",6720,Fanø,1598000,Fritidsbolig,3,62,
"Hybenvænget 6, Fjellerup Strand, 8585 Glesborg",8585,Glesborg,1798000,Fritidsbolig,5,90,
"Merkurvej 67, 9370 Hals",9370,Hals,3100000,Fritidsbolig,3,125,
"Hejrevej 25, Store Sjørup, 8950 Ørsted",8950,Ørsted,1095000,Fritidsbolig,3,71,
"Vinterlejevej 21, Haurvig, 6960 Hvide Sande",6960,Hvide Sande,1040000,Fritidsbolig,4,72,
"Bakkevej 14, Jegindø",,Jegindø,1925000,Fritidsbolig,4,72,
"Store Agre 12, 4245 Omø",4245,Omø,2495000,Fritidsbolig,5,86,
"Nygårdstoft 9, Rindby Strand, 6720 Fanø",6720,Fanø,1895000,Fritidsbolig,4,74,
"Haslevgaarde Bakker 25, Haslevgaarde, 9560 Hadsund",9560,Hadsund,799000,Fritidsbolig,3,60,
"Havvej 18, Haurvig, 6960 Hvide Sande",6960,Hvide Sande,2765000,Fritidsbolig,4,93,
"Sandholmsvej 5 & 5A, Lyngsbæk",,Lyngsbæk,1595000,Fritidsbolig,4,64,
"Sommervej 1, Skal Klit, 9800 Hjørring",9800,Hjørring,2495000,Fritidsbolig,7,232,
"Vangeleds-Åsen 18, Rågeleje, 3210 Vejby",3210,Vejby,1849000,Fritidsbolig,3,69,
"Mollysvej 32, Trend, 9670 Løgstør",9670,Løgstør,780000,Fritidsbolig,3,65,
"Svinget 3, Mørkholt, 7080 Børkop",7080,Børkop,3295000,Fritidsbolig,3,58,
Kongevejen 124,,,1790000,Fritidsbolig,4,109,
"Strandvejen 61A, 2. 319, Fanø Bad, 6720 Fanø",6720,Fanø,1298000,Fritidsbolig,2,44,
"Havet 24A, 1. 207, Bønnerup Strand, 8585 Glesborg",8585,Glesborg,1598000,Fritidsbolig,3,108,
"Golfbanevej 302L, 4970 Rødby",4970,Rødby,1850000,Fritidsbolig,4,104,
"Ejerslev Lyng 24 m.fl., Ejerslev",,"m.fl., Ejerslev",895000,Fritidsbolig,3,75,30.0
"Birkelunden 10, Kisserup, 4300 Holbæk",4300,Holbæk,1545000,Fritidsbolig,3,96,
"Froidal 18, Toftum, 6792 Rømø",6792,Rømø,2395000,Fritidsbolig,6,148,
"Skovpibervej 12, Ll Kongsmark, 4200 Slagelse",4200,Slagelse,1065000,Fritidsbolig,3,55,
"Mathiesens Enghave 28, Kulhuse, 3630 Jægerspris",3630,Jægerspris,2995000,Fritidsbolig,3,81,
"Øreflippen 61, Øer Strand",,Øer Strand,3495000,Fritidsbolig,6,180,
"Villesensvej 17, Fjellerup Strand, 8585 Glesborg",8585,Glesborg,1498000,Fritidsbolig,6,146,
"Skov Sørens Vej 73, 9681 Ranum",9681,Ranum,2675000,Fritidsbolig,6,175,
"Rævevej 6, Tversted, 9881 Bindslev",9881,Bindslev,1995000,Fritidsbolig,6,130,
"Golfsvinget 5, Gatten, 9640 Farsø",9640,Farsø,1645000,Fritidsbolig,3,95,
"Kystvejen 179, Egsmark, 8400 Ebeltoft",8400,Ebeltoft,2995000,Fritidsbolig,3,90,
"Musvitvej 4, Kregme, 3300 Frederiksværk",3300,Frederiksværk,945000,Fritidsbolig,3,63,
"Bøhlørevej 2, Jegindø, 7790 Thyholm",7790,Thyholm,1295000,Fritidsbolig,4,72,
"Tuemosen 6, Rågeleje, 3210 Vejby",3210,Vejby,3495000,Fritidsbolig,4,102,
"Duetoften 7, Rindby Strand, 6720 Fanø",6720,Fanø,1995000,Fritidsbolig,4,78,
"Strandvejen 52, st. 2., Fanø Bad",,Fanø Bad,825000,Fritidsbolig,2,67,
"Golfvejen 2A, 1. 322., Fanø Bad",,Fanø Bad,980000,Fritidsbolig,2,49,
"Østersvej 17, Slettestrand, 9690 Fjerritslev",9690,Fjerritslev,1595000,Fritidsbolig,4,85,
"Strandmarksvejen 16, Poulsker, 3730 Nexø",3730,Nexø,1795000,Fritidsbolig,5,140,
"Møllehusvej 10, Valby, 4653 Karise",4653,Karise,845000,Fritidsbolig,4,105,
"Birkevangsvej 7, Kildekrog, 3100 Hornbæk",3100,Hornbæk,11900000,Fritidsbolig,5,159,
"Åhusene 6, Ejby, 4070 Kirke Hyllinge",4070,Kirke Hyllinge,1295000,Fritidsbolig,3,80,
"Pilealle 8, 4760 Vordingborg",4760,Vordingborg,1350000,Villa,4,92,8.0
"Lillebro 30, Lillebrohuse, 5450 Otterup",5450,Otterup,1095000,Villa,6,191,
"Rypevej 4, Øer, 8400 Ebeltoft",8400,Ebeltoft,1495000,Fritidsbolig,4,70,
"Hovborgvej 34D, Tofterup Hytte nr 41",,,425000,Fritidsbolig,3,35,
"Rønne Alle 17, Dragsmur",,Dragsmur,1875000,Fritidsbolig,3,75,
"Asynjevej 53, 2740 Skovlunde",2740,Skovlunde,1545000,Fritidsbolig,3,50,
"Strandvejen 52, st. 14, Fanø Bad, 6720 Fanø",6720,Fanø,795000,Fritidsbolig,2,68,
"Norges Fjelde 18, Fanø Bad, 6720 Fanø",6720,Fanø,2798000,Fritidsbolig,6,110,
"Desmervej 10, Vibæk Strand",,Vibæk Strand,1495000,Fritidsbolig,4,68,
"Marthasvej 5, Trend, 9670 Løgstør",9670,Løgstør,1350000,Fritidsbolig,4,79,
"Fiskerhusene 20, Bågø, 5610 Assens",5610,Assens,3500000,Fritidsbolig,6,148,9.0
"Skovtved 8, Ulsted, 7884 Fur",7884,Fur,2395000,Fritidsbolig,4,129,
"Solskinsvej 58, Vigsø",,Vigsø,685000,Fritidsbolig,3,61,
"Skrubbevej 1, Egsmark Strand",,Egsmark Strand,3250000,Fritidsbolig,3,75,
"Mejsevænget 1, 7130 Juelsminde",7130,Juelsminde,2995000,Fritidsbolig,3,90,
"Kongsmarkvej 204, 4200 Slagelse",4200,Slagelse,5798000,Fritidsbolig,4,103,
"Jørgen Mejers Vej 5, 8250 Egå",8250,Egå,4795000,Fritidsbolig,4,70,
"Storkevej 9, 3120 Dronningmølle",3120,Dronningmølle,2495000,Fritidsbolig,6,50,
"Jennysvej 23, Grønhøj, 9480 Løkken",9480,Løkken,2995000,Fritidsbolig,5,124,
"Hasidvej 2, Rindby Strand, 6720 Fanø",6720,Fanø,2150000,Fritidsbolig,4,61,
"Bragesalle 2, 4500 Nykøbing Sj",4500,Nykøbing Sj,2235000,Fritidsbolig,4,81,
"Lykkesholmvej 13, Nejede, 3400 Hillerød",3400,Hillerød,1495000,Fritidsbolig,4,76,
"Kirchheinersvej 60, 4500 Nykøbing Sj",4500,Nykøbing Sj,3200000,Fritidsbolig,3,65,
"Vibevej 20, 3100 Hornbæk",3100,Hornbæk,7985000,Fritidsbolig,8,140,
"Rødvej 11, Bursø, 4930 Maribo",4930,Maribo,795000,Fritidsbolig,2,63,
"Tangvej 41, Store Sjørup",,Store Sjørup,995000,Fritidsbolig,4,117,
"Mylius Erichsensvej 15, Kongsmark, 6792 Rømø",6792,Rømø,2650000,Fritidsbolig,9,205,
"Tagensvej 6, Sillerslev, 7990 Øster Assels",7990,Øster Assels,895000,Fritidsbolig,3,50,
"Myntevej 33, Tørring, 7620 Lemvig",7620,Lemvig,995000,Fritidsbolig,4,65,
"Kræ Degns Vej 61, Klegod, 6950 Ringkøbing",6950,Ringkøbing,4995000,Fritidsbolig,5,200,
"Egemosegårdsvej 9, Atterup, 4571 Grevinge",4571,Grevinge,495000,Fritidsbolig,2,48,
"Dueodde Feriepark 22, 3730 Nexø",3730,Nexø,425000,Fritidsbolig,1,27,
"Fagsted 9, Korinth, 5600 Faaborg",5600,Faaborg,995000,Villa,4,129,
"Krikvænge 30, Agger",,Agger,625000,Fritidsbolig,2,41,
"Solvejen 30, Lammefjorden, 4571 Grevinge",4571,Grevinge,595000,Fritidsbolig,2,41,
"Møllegårdsvej 6, 3210 Vejby",3210,Vejby,7895000,Fritidsbolig,4,167,
"Viktoriavej 13, Vejlby, 7673 Harboøre",7673,Harboøre,1995000,Fritidsbolig,5,122,
"Fjand Strand 3, 6990 Ulfborg",6990,Ulfborg,1150000,Fritidsbolig,4,87,
Hf. Dahlia 14,,,795000,Fritidsbolig,3,32,
"Øreflippen 49, Øer Strand",,Øer Strand,1595000,Fritidsbolig,4,82,
"Fyrmarken 215, Nr Lyngvig, 6960 Hvide Sande",6960,Hvide Sande,2198000,Fritidsbolig,5,133,
"Baunebjergvej 32, Haurvig, 6960 Hvide Sande",6960,Hvide Sande,1575000,Fritidsbolig,4,67,
"Møllestien 5, Femmøller Strand",,Femmøller Strand,5250000,Fritidsbolig,5,132,
"Golfstien 124B, 4970 Rødby",4970,Rødby,1365000,Fritidsbolig,4,69,
"Bjergehusvej 2, Vejlby Klit",,Vejlby Klit,795000,Fritidsbolig,3,52,
"Strandvejen 52, st. 55., Fanø Bad",,Fanø Bad,395000,Fritidsbolig,2,39,
"Strandparken 27, 6857 Blåvand",6857,Blåvand,6995000,Fritidsbolig,5,108,
"Nordre Strandvej 391, 3100 Hornbæk",3100,Hornbæk,6500000,Fritidsbolig,4,106,4.0
"Remmerstrandvej 111, Remmerstrand, 7620 Lemvig",7620,Lemvig,1195000,Villa,5,172,
"Østervangen 3, Ølsted Nordstrand, 3310 Ølsted",3310,Ølsted,1295000,Fritidsbolig,3,50,
"Strandgården 39, 9300 Sæby",9300,Sæby,2798000,Fritidsbolig,5,96,
"Rønne Alle 1, 3210 Vejby",3210,Vejby,3175000,Fritidsbolig,6,137,
"Perikumvej 27, Slettestrand",,Slettestrand,1870000,Fritidsbolig,3,100,
"Tokkerengen 10, Kisserup, 4300 Holbæk",4300,Holbæk,795000,Fritidsbolig,2,91,
"Græsholmen 15, 2650 Hvidovre",2650,Hvidovre,2295000,Fritidsbolig,3,57,
"Steenbeks-Ager 23, Smidstrup, 3250 Gilleleje",3250,Gilleleje,1995000,Fritidsbolig,3,58,
"Osvejen 130, Bjerge Sydstrand, 4281 Gørlev",4281,Gørlev,1395000,Fritidsbolig,4,92,10.0
"Engledet 3, 3250 Gilleleje",3250,Gilleleje,3300000,Fritidsbolig,3,62,
"Agger Havn Feriecenter 40, Agger, 7770 Vestervig",7770,Vestervig,745000,Fritidsbolig,4,60,
"Golfsvinget 147, Gatten, 9640 Farsø",9640,Farsø,1595000,Fritidsbolig,4,92,
"Indemarken 26, Skal Klit, 9800 Hjørring",9800,Hjørring,1995000,Fritidsbolig,6,120,
"Fenrisvej 9, Melby Enghave, 3370 Melby",3370,Melby,2145000,Fritidsbolig,6,156,
"Petersvej 6, Lyngså, 9300 Sæby",9300,Sæby,1898000,Fritidsbolig,3,89,
"Kongevejen 22, 9370 Hals",9370,Hals,998000,Fritidsbolig,3,76,
"Akelejevej 276, Nørhede, 6990 Ulfborg",6990,Ulfborg,695000,Fritidsbolig,4,95,
"Havvænge 45, Agger",,Agger,645000,Fritidsbolig,2,44,
"Udbyhøjvej 597, Knejsted, 8970 Havndal",8970,Havndal,995000,Fritidsbolig,2,74,
"Digestien 143L, 4970 Rødby",4970,Rødby,1890000,Fritidsbolig,4,103,
"Kambregnen 18, Kyndeløse, 4070 Kirke Hyllinge",4070,Kirke Hyllinge,945000,Fritidsbolig,3,55,
"Hyrdevænget 22,",,,3475000,Fritidsbolig,4,110,
"Sandvejen 15, Asdal, 9850 Hirtshals",9850,Hirtshals,1445000,Fritidsbolig,4,76,
"Gåsehagevej 10A, Øer Strand",,Øer Strand,6500000,Fritidsbolig,5,126,
"Osbornsvej 37, 9370 Hals",9370,Hals,1795000,Fritidsbolig,4,102,
"Landevejen 56, Sønderho",,Sønderho,2148000,Fritidsbolig,4,80,
"Klintevej 9, Gjellerodde, 7620 Lemvig",7620,Lemvig,1495000,Fritidsbolig,3,84,
"Hejsager Strandby 75, 6100 Haderslev",6100,Haderslev,3795000,Fritidsbolig,3,98,
"Fjorddalen 24, 6000 Kolding",6000,Kolding,2195000,Fritidsbolig,2,50,
"Sivvænget 49, Stauning, 6900 Skjern",6900,Skjern,1045000,Fritidsbolig,3,69,
"Karensvej 8, Trend, 9670 Løgstør",9670,Løgstør,1400000,Fritidsbolig,5,111,
"Engbakken 13, Skuldelev, 4050 Skibby",4050,Skibby,920000,Fritidsbolig,2,70,
"P.Baatrupsvej 25, Kysing Næs, 8300 Odder",8300,Odder,6995000,Fritidsbolig,3,162,60.0
"Støberivej 5, Balka, 3730 Nexø",3730,Nexø,1295000,Fritidsbolig,4,77,
"Hvedevej 1, 4874 Gedser",4874,Gedser,1295000,Fritidsbolig,4,76,
"Blakshaven 12, Ahl Strand",,Ahl Strand,2198000,Fritidsbolig,5,83,
"Helmvej 6, Rindby Strand, 6720 Fanø",6720,Fanø,2950000,Fritidsbolig,5,120,
"Folehaven 8, Karrebæk",,Karrebæk,2245000,Fritidsbolig,3,95,
"Milevej 8, Klegod, 6950 Ringkøbing",6950,Ringkøbing,2998000,Fritidsbolig,4,119,
"Pindskrog 13, Snave, 5683 Haarby",5683,Haarby,2395000,Villa,6,167,
"Horns Bjerge 54, 6857 Blåvand",6857,Blåvand,5295000,Fritidsbolig,8,188,
"Fasanvej 32, Hesselbjerg, 5932 Humble",5932,Humble,2395000,Fritidsbolig,5,118,
"Hybenvej 11, Stauning, 6900 Skjern",6900,Skjern,875000,Fritidsbolig,4,82,
"Sølvgranen 13, Ulvshale, 4780 Stege",4780,Stege,1295000,Fritidsbolig,4,60,
"Telegrafvej 2, 4581 Rørvig",4581,Rørvig,6900000,Fritidsbolig,5,143,30.0
"Golfstien 121B, 4970 Rødby",4970,Rødby,1225000,Fritidsbolig,4,66,
"Kandestedvej 85, Hulsig, 9990 Skagen",9990,Skagen,1150000,Fritidsbolig,4,95,
"Granstien 50, 8250 Egå",8250,Egå,3695000,Fritidsbolig,4,97,
"Soløjevej 10, 4873 Væggerløse",4873,Væggerløse,1045000,Fritidsbolig,3,46,
"Indemarken 28, Skal Klit, 9800 Hjørring",9800,Hjørring,1495000,Fritidsbolig,4,75,
"Over Stranden 1, Lystrup Strand, 8961 Allingåbro",8961,Allingåbro,3495000,Fritidsbolig,4,94,
"Ved Skoven 8, Fanø Bad, 6720 Fanø",6720,Fanø,2745000,Fritidsbolig,4,86,
Strandstien 124 og 126 Strib,,Strib,3495000,Fritidsbolig,3,62,
"Asynjevej 25, 2740 Skovlunde",2740,Skovlunde,1550000,Fritidsbolig,2,50,
"Nørballevej 35, Ho, 6857 Blåvand",6857,Blåvand,1795000,Fritidsbolig,3,96,
"Bygaden 24, 8592 Anholt",8592,Anholt,2595000,Fritidsbolig,4,140,
"Krageholmsvej 70, Enø, 4736 Karrebæksminde",4736,Karrebæksminde,2095000,Fritidsbolig,4,74,
"Hejrevej 10, Store Sjørup, 8950 Ørsted",8950,Ørsted,925000,Fritidsbolig,4,76,
"Strandvejen 61C, 1. 205, Fanø Bad, 6720 Fanø",6720,Fanø,1165000,Fritidsbolig,2,44,
"Søndervænget 11A, Rindby Strand, 6720 Fanø",6720,Fanø,2350000,Fritidsbolig,4,75,
"Limurtvej 3, 4760 Vordingborg",4760,Vordingborg,1995000,Fritidsbolig,5,116,
"Lilje-Rose Stien 19, Ejby, 2600 Glostrup",2600,Glostrup,2095000,Fritidsbolig,2,63,
"Fjordskovvej 19, Kulhuse, 3630 Jægerspris",3630,Jægerspris,1575000,Fritidsbolig,3,45,
"Jættevej 14, 2740 Skovlunde",2740,Skovlunde,1550000,Fritidsbolig,3,50,
"Ternevej 27, Store Sjørup, 8950 Ørsted",8950,Ørsted,1095000,Fritidsbolig,4,88,
"Poseregårdsvejen 19, Pedersker, 3720 Aakirkeby",3720,Aakirkeby,1795000,Fritidsbolig,4,83,
"Bork Hytteby 238, Sdr Bork, 6893 Hemmet",6893,Hemmet,795000,Fritidsbolig,2,50,
"Skovduevej 1,",,,2800000,Fritidsbolig,3,120,
"Strandvejen 52, st. 10., Fanø Bad",,Fanø Bad,799000,Fritidsbolig,2,68,
"Strandvejen 52, 1. 63, Fanø Bad, 6720 Fanø",6720,Fanø,525000,Fritidsbolig,2,39,
"Pilestien 252, 7190 Billund",7190,Billund,1795000,Fritidsbolig,3,72,
"Trohøjen 10, Smidstrup, 3250 Gilleleje",3250,Gilleleje,2195000,Fritidsbolig,4,79,
"Engagervej 21, Dyngby Strand, 8300 Odder",8300,Odder,3245000,Fritidsbolig,4,84,
"Fyrrevej 18, Skovgårde, 8961 Allingåbro",8961,Allingåbro,895000,Fritidsbolig,3,53,
"Møllehusvej 32A, 6857 Blåvand",6857,Blåvand,6500000,Fritidsbolig,7,213,
"Strandbyvej 42, Jørgensø Strand, 5450 Otterup",5450,Otterup,1195000,Fritidsbolig,3,43,
"Hasmarkvænget 12, Hasmark Strand, 5450 Otterup",5450,Otterup,1395000,Fritidsbolig,4,92,
"Thurøvej 28, Horne, 5600 Faaborg",5600,Faaborg,3195000,Fritidsbolig,4,107,
"Solvang 28, Lønne, 6830 Nørre Nebel",6830,Nørre Nebel,3295000,Fritidsbolig,6,146,
"Bjørnsknudevej 26D, 7130 Juelsminde",7130,Juelsminde,3595000,Fritidsbolig,3,100,
"Skovdalen 5, Udsholt, 3230 Græsted",3230,Græsted,1795000,Fritidsbolig,2,72,
"Sølvgranvej 13, 4873 Væggerløse",4873,Væggerløse,1295000,Fritidsbolig,4,59,
"Æblevej 69, 3770 Allinge",3770,Allinge,1145000,Fritidsbolig,3,47,
"Riskrogen 14, Bjerregaard, 6960 Hvide Sande",6960,Hvide Sande,2895000,Fritidsbolig,5,120,
"Stærevænget 30, Vellerup, 4050 Skibby",4050,Skibby,1795000,Fritidsbolig,4,70,
"Trent Jones Allé 5A, 8581 Nimtofte",8581,Nimtofte,2298000,Fritidsbolig,4,171,
"Sikavej 39, 3250 Gilleleje",3250,Gilleleje,1495000,Fritidsbolig,3,47,
"Multebærvej 49, Napstjert, 9981 Jerup",9981,Jerup,1195000,Fritidsbolig,3,67,
"Kranken 9, Tornby Strand",,Tornby Strand,3795000,Fritidsbolig,4,84,
"Fjellerup Bygade 1, Fjellerup, 8585 Glesborg",8585,Glesborg,1795000,Villa,6,170,
"Løvsangervej 16, 3120 Dronningmølle",3120,Dronningmølle,2095000,Fritidsbolig,4,71,
"Telefonvejen 18, Fjellerup Strand, 8585 Glesborg",8585,Glesborg,1098000,Fritidsbolig,4,52,
"Strandstien 729K, 4970 Rødby",4970,Rødby,770000,Fritidsbolig,2,47,
"Pilestien 227, 7190 Billund",7190,Billund,1895000,Fritidsbolig,4,82,
"Birkevej 111, Fuglslev, 8400 Ebeltoft",8400,Ebeltoft,1175000,Fritidsbolig,3,53,
"Gransangervænget 6, Skaven",,Skaven,1175000,Fritidsbolig,5,92,
"Spongsvej 36, Dyngby Strand, 8300 Odder",8300,Odder,1995000,Fritidsbolig,3,81,
"Bramsensgårdvej 18, 6100 Haderslev",6100,Haderslev,2999000,Fritidsbolig,6,150,
"Egelunden 29, Helberskov, 9560 Hadsund",9560,Hadsund,695000,Fritidsbolig,3,50,
"Skovkrogen 50, Skovkrogen, 5683 Haarby",5683,Haarby,2500000,Fritidsbolig,5,110,
"Præstekravevej 12, Følle, 8410 Rønde",8410,Rønde,2298000,Fritidsbolig,3,88,
"Kystvej 49, 3100 Hornbæk",3100,Hornbæk,37000000,Fritidsbolig,5,223,
"Søholmen 3, Klint, 4500 Nykøbing Sj",4500,Nykøbing Sj,995000,Fritidsbolig,4,96,
"Havklitvej 151, Klegod, 6950 Ringkøbing",6950,Ringkøbing,3698000,Fritidsbolig,4,114,
"Løjt Feriecenter 2 356, 6200 Aabenraa",6200,Aabenraa,1575000,Fritidsbolig,4,103,
"Løjtnantvænget 13, Spodsbjerg, 5900 Rudkøbing",5900,Rudkøbing,1895000,Fritidsbolig,4,114,
"Slyngelen 7, Hou",,Hou,1360000,Fritidsbolig,2,65,
"Sønderklit 8, Fanø Bad, 6720 Fanø",6720,Fanø,3198000,Fritidsbolig,5,89,60.0
"Atterupvej 1, 4640 Faxe",4640,Faxe,850000,Villa,3,75,
"Vinkelhaven 15, Hasmark Strand, 5450 Otterup",5450,Otterup,2275000,Fritidsbolig,4,106,
"Gransangervej 19, Lodbj Hede, 6950 Ringkøbing",6950,Ringkøbing,1198000,Fritidsbolig,4,65,
"Øgårdsvej 12, Horneby Fælled, 3100 Hornbæk",3100,Hornbæk,10800000,Fritidsbolig,5,174,
"Neerlandiavej 204, Vejlby, 7673 Harboøre",7673,Harboøre,1145000,Fritidsbolig,4,82,
"Dortheasvej 36, Bjerregaard, 6960 Hvide Sande",6960,Hvide Sande,3695000,Fritidsbolig,5,158,
"Horsfold 145, Bork Havn",,Bork Havn,665000,Fritidsbolig,3,40,
"Måensvej 1, Sulbæk, 9900 Frederikshavn",9900,Frederikshavn,565000,Fritidsbolig,2,42,
"Øvej 13, Husby Strandenge, 6990 Ulfborg",6990,Ulfborg,1745000,Fritidsbolig,5,120,
"Fuglebakkevej 29, Fuglslev",,Fuglslev,1575000,Fritidsbolig,3,74,
"Hf. Sønderbro 10, 2791 Dragør",2791,Dragør,1075000,Fritidsbolig,3,36,
